meal_id,meal_name,meal_time,diet_type,meal_type,suitable_for,calories,protein,carbs,fats,fiber_g,glycemic_index,prep_time_min,is_gluten_free,is_diabetic_friendly,portion,scalable
393,Carrot Beet Pancake,Breakfast,Veg,Deficit,"Yoga,Toning",482,36.3,24.3,16.6,8.7,Medium,30,Yes,No,1 × Carrot Beet Pancake + 1 × Fruit Bowl,Yes
394,Multigrain Paratha + Dahi,Dinner,Non-Veg,Surplus,Weight Gain,274,13.9,52.1,21.5,11.2,Low,10,No,No,1 × Multigrain Paratha + Dahi + 1 × Coffee,No
395,Ragi Idli + Sambar,Lunch,Non-Veg,Deficit,Weight Gain,456,34.4,36.0,16.6,3.2,Medium,18,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Herbal Tea,No
396,Spinach Corn Rotis,Snack,Non-Veg,Balanced,Weight Loss,442,32.6,47.0,4.2,7.3,Low,31,No,No,1 × Spinach Corn Rotis + 1 × Herbal Tea,No
397,Sweet Potato Chaat,Breakfast,Non-Veg,Deficit,"Weight Gain,Weight Loss",395,11.1,71.6,11.6,7.7,Low,27,No,Yes,1 × Sweet Potato Chaat + 1 × Coffee,No
398,Chana Salad,Snack,Non-Veg,Balanced,Yoga,559,25.4,76.0,21.0,3.5,Low,19,Yes,No,1 × Chana Salad + 1 × Lassi,Yes
399,Pesarattu + Peanut Chutney,Lunch,Non-Veg,Balanced,"Weight Loss,Weight Gain",524,29.5,78.2,11.4,10.8,Low,21,No,No,1 × Pesarattu + Peanut Chutney + 1 × Lassi,Yes
400,Sprouts Poha,Breakfast,Non-Veg,Deficit,"Weight Gain,Weight Loss",596,35.4,55.1,12.1,11.1,High,9,No,Yes,1 × Sprouts Poha + 1 × Green Tea,No
401,Mixed Fruit Parfait,Snack,Veg,Surplus,Toning,565,9.7,59.7,16.3,6.6,Medium,17,Yes,Yes,1 × Mixed Fruit Parfait + 1 × Salad,No
402,Rajma Rice,Breakfast,Non-Veg,Deficit,"Yoga,Toning",246,14.5,66.5,18.7,7.8,Medium,11,No,Yes,1 × Rajma Rice + 1 × Lassi,No
403,Chicken Broccoli Salad,Snack,Veg,Surplus,"Toning,Weight Gain",503,35.2,30.9,5.0,7.1,Medium,23,Yes,Yes,1 × Chicken Broccoli Salad + 1 × Green Tea,Yes
404,Sweet Potato Chaat,Breakfast,Veg,Surplus,Weight Loss,468,28.8,40.4,18.3,3.6,Medium,12,No,Yes,1 × Sweet Potato Chaat + 1 × w/ Curd,Yes
405,Sprouts Poha,Breakfast,Veg,Balanced,"Weight Gain,Yoga",464,8.2,28.3,15.1,3.7,Low,20,Yes,Yes,1 × Sprouts Poha + 1 × Fruit Bowl,No
406,Nutri Nuggets Stir Fry,Dinner,Veg,Surplus,Weight Gain,343,32.8,65.7,9.6,12.1,Medium,11,No,Yes,1 × Nutri Nuggets Stir Fry + 1 × Salad,Yes
407,Mixed Fruit Parfait,Lunch,Non-Veg,Balanced,"Weight Gain,Yoga",298,21.6,59.2,11.7,3.0,Medium,19,Yes,Yes,1 × Mixed Fruit Parfait + 1 × Herbal Tea,No
408,Palak Corn Sandwich,Snack,Non-Veg,Surplus,Toning,484,12.1,51.0,9.0,14.0,Low,17,Yes,Yes,1 × Palak Corn Sandwich + 1 × Herbal Tea,No
409,Quinoa Veg Salad,Snack,Veg,Surplus,"Yoga,Weight Gain",198,28.8,58.6,13.6,5.1,High,12,No,Yes,1 × Quinoa Veg Salad + 1 × Salad,Yes
410,Apple Almond Porridge,Lunch,Non-Veg,Surplus,"Weight Loss,Yoga",639,20.8,71.5,19.0,5.3,Low,15,No,Yes,1 × Apple Almond Porridge + 1 × w/ Curd,No
411,Spinach Corn Rotis,Lunch,Non-Veg,Surplus,"Toning,Yoga",268,7.5,38.3,7.0,9.3,Medium,31,Yes,No,1 × Spinach Corn Rotis + 1 × Fruit Bowl,No
412,Sweet Potato Chaat,Dinner,Non-Veg,Deficit,Yoga,406,31.8,77.1,20.6,13.2,Medium,13,Yes,No,1 × Sweet Potato Chaat + 1 × Herbal Tea,Yes
413,Sprouts Poha,Lunch,Veg,Surplus,"Toning,Yoga",510,20.6,25.1,10.9,2.6,Low,8,Yes,Yes,1 × Sprouts Poha + 1 × Salad,No
414,Curd Rice + Fruit Bowl,Dinner,Veg,Surplus,Weight Gain,306,7.1,53.8,12.5,10.2,Medium,31,Yes,No,1 × Curd Rice + Fruit Bowl + 1 × w/ Curd,No
415,Moong Dal Cheela,Dinner,Non-Veg,Surplus,Yoga,549,19.4,45.7,5.8,10.7,High,11,No,No,1 × Moong Dal Cheela + 1 × Coffee,No
416,Masoor Dal Curry,Snack,Non-Veg,Balanced,"Toning,Weight Gain",355,28.6,76.5,20.9,12.8,Low,23,Yes,Yes,1 × Masoor Dal Curry + 1 × Herbal Tea,No
417,Soya Chaap Curry + Rice,Snack,Veg,Balanced,Weight Loss,307,33.0,25.5,8.4,13.4,High,19,No,Yes,1 × Soya Chaap Curry + Rice + 1 × Herbal Tea,No
418,Mixed Fruit Parfait,Dinner,Veg,Balanced,Yoga,340,16.4,25.3,18.4,6.0,High,8,No,Yes,1 × Mixed Fruit Parfait + 1 × Fruit Bowl,Yes
419,Moong Dal Cheela,Breakfast,Non-Veg,Balanced,"Weight Gain,Weight Loss",410,16.3,28.5,12.2,4.6,Medium,25,Yes,Yes,1 × Moong Dal Cheela + 1 × Soup,Yes
420,Quinoa Veg Salad,Snack,Non-Veg,Deficit,Toning,555,9.0,63.6,21.5,8.8,Low,17,Yes,No,1 × Quinoa Veg Salad + 1 × Green Tea,No
421,Palak Corn Sandwich,Lunch,Veg,Balanced,Yoga,635,29.1,31.9,10.5,10.7,High,27,No,Yes,1 × Palak Corn Sandwich + 1 × Herbal Tea,Yes
422,Lentil Roll,Dinner,Veg,Surplus,"Weight Loss,Toning",587,21.9,53.9,14.3,5.3,High,15,No,No,1 × Lentil Roll + 1 × Soup,No
423,Masoor Dal Curry,Snack,Non-Veg,Deficit,Toning,301,19.5,66.3,3.5,11.0,Low,22,No,No,1 × Masoor Dal Curry + 1 × Green Tea,Yes
424,Paneer Tikka Wrap,Dinner,Veg,Balanced,Weight Loss,435,31.7,54.1,20.5,9.7,Low,16,No,No,1 × Paneer Tikka Wrap + 1 × Chutney,Yes
425,Apple Almond Porridge,Lunch,Non-Veg,Surplus,"Toning,Weight Loss",658,24.1,29.8,20.2,4.7,High,28,No,Yes,1 × Apple Almond Porridge + 1 × Lassi,Yes
426,Grilled Fish + Quinoa,Breakfast,Non-Veg,Surplus,Weight Gain,622,15.6,51.8,13.2,4.3,Medium,16,Yes,Yes,1 × Grilled Fish + Quinoa + 1 × Lassi,Yes
427,Nutri Nuggets Stir Fry,Dinner,Non-Veg,Balanced,"Yoga,Weight Gain",220,12.4,41.7,22.4,6.3,High,25,No,Yes,1 × Nutri Nuggets Stir Fry + 1 × Dry Fruits,Yes
428,Carrot Beet Pancake,Dinner,Veg,Deficit,"Weight Loss,Yoga",510,24.1,34.1,18.2,11.7,Medium,11,No,No,1 × Carrot Beet Pancake + 1 × Green Tea,No
429,Mixed Fruit Parfait,Snack,Non-Veg,Surplus,"Yoga,Weight Gain",357,8.2,61.6,16.1,4.0,Medium,9,No,No,1 × Mixed Fruit Parfait + 1 × w/ Curd,Yes
430,Chana Salad,Breakfast,Non-Veg,Deficit,Toning,667,7.7,30.8,19.0,8.1,Medium,16,No,Yes,1 × Chana Salad + 1 × Salad,No
431,Tandoori Chicken Salad,Snack,Veg,Surplus,Weight Loss,434,17.4,57.4,6.8,14.0,Low,25,No,Yes,1 × Tandoori Chicken Salad + 1 × Salad,No
432,Mixed Fruit Parfait,Dinner,Veg,Deficit,Toning,296,30.2,26.9,18.0,11.0,High,31,No,No,1 × Mixed Fruit Parfait + 1 × Dry Fruits,Yes
433,Apple Almond Porridge,Lunch,Veg,Surplus,"Weight Loss,Weight Gain",382,22.9,43.1,15.2,5.3,High,32,Yes,Yes,1 × Apple Almond Porridge + 1 × Herbal Tea,Yes
434,Ragi Idli + Sambar,Dinner,Non-Veg,Balanced,"Weight Loss,Toning",257,23.9,58.7,3.2,9.6,Medium,18,No,No,1 × Ragi Idli + Sambar + 1 × Herbal Tea,No
435,Oats Upma + Vegetables,Breakfast,Veg,Surplus,Toning,570,15.2,40.2,21.9,12.9,High,32,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Soup,No
436,Curd Rice + Fruit Bowl,Breakfast,Veg,Balanced,Toning,620,8.5,38.1,5.4,13.5,High,29,No,Yes,1 × Curd Rice + Fruit Bowl + 1 × Fruit Bowl,Yes
437,Oats Upma + Vegetables,Dinner,Non-Veg,Deficit,"Yoga,Toning",183,18.1,59.9,17.5,11.4,High,8,No,Yes,1 × Oats Upma + Vegetables + 1 × Fruit Bowl,Yes
438,Grilled Fish + Quinoa,Breakfast,Veg,Surplus,Yoga,559,15.8,42.0,4.8,11.1,Medium,12,No,No,1 × Grilled Fish + Quinoa + 1 × Fruit Bowl,Yes
439,Vegetable Stew + Brown Bread,Breakfast,Veg,Balanced,Yoga,660,8.9,66.1,15.3,6.3,High,21,No,No,1 × Vegetable Stew + Brown Bread + 1 × Fruit Bowl,No
440,Pesarattu + Peanut Chutney,Dinner,Non-Veg,Balanced,"Weight Gain,Toning",468,10.7,63.9,11.1,3.7,Low,21,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × Chutney,No
441,Lentil Roll,Snack,Veg,Balanced,"Weight Loss,Weight Gain",465,27.9,61.4,10.2,3.6,Medium,31,Yes,No,1 × Lentil Roll + 1 × Fruit Bowl,No
442,Soya Chaap Curry + Rice,Breakfast,Non-Veg,Deficit,Yoga,375,7.7,36.0,14.3,2.6,Medium,18,No,Yes,1 × Soya Chaap Curry + Rice + 1 × Soup,No
443,Moong Dal Cheela,Snack,Veg,Surplus,Weight Gain,389,34.0,48.3,16.6,11.0,High,20,No,Yes,1 × Moong Dal Cheela + 1 × Herbal Tea,Yes
444,Palak Corn Sandwich,Breakfast,Veg,Surplus,"Yoga,Weight Loss",531,25.9,24.8,16.6,6.4,High,18,No,No,1 × Palak Corn Sandwich + 1 × Lassi,No
445,Lentil Roll,Breakfast,Veg,Balanced,Weight Loss,573,31.7,47.8,22.4,9.1,High,14,Yes,No,1 × Lentil Roll + 1 × Chutney,No
446,Egg White Omelette + Sprouts,Dinner,Non-Veg,Deficit,Weight Gain,417,34.4,78.3,19.7,11.6,Medium,31,No,No,1 × Egg White Omelette + Sprouts + 1 × Green Tea,No
447,Ragi Idli + Sambar,Snack,Veg,Balanced,Weight Gain,648,10.0,62.6,21.8,12.7,High,15,No,No,1 × Ragi Idli + Sambar + 1 × Salad,Yes
448,Apple Almond Porridge,Breakfast,Non-Veg,Balanced,"Weight Loss,Weight Gain",351,25.7,49.6,20.3,12.3,High,14,Yes,No,1 × Apple Almond Porridge + 1 × Green Tea,No
449,Sprouts Poha,Breakfast,Non-Veg,Balanced,"Weight Gain,Yoga",590,34.3,67.5,2.5,2.7,High,28,Yes,Yes,1 × Sprouts Poha + 1 × Herbal Tea,No
450,Mixed Fruit Parfait,Breakfast,Non-Veg,Deficit,"Weight Loss,Yoga",578,28.0,24.7,9.5,10.5,Low,27,No,No,1 × Mixed Fruit Parfait + 1 × Green Tea,No
451,Rajma Rice,Snack,Non-Veg,Deficit,Yoga,296,11.1,32.8,10.8,11.5,Low,25,No,Yes,1 × Rajma Rice + 1 × w/ Curd,No
452,Egg Tomato Bhurji,Lunch,Veg,Balanced,Toning,344,11.7,51.9,23.5,5.6,Low,18,Yes,No,1 × Egg Tomato Bhurji + 1 × Dry Fruits,Yes
453,Grilled Fish + Quinoa,Lunch,Non-Veg,Surplus,Weight Loss,395,10.7,58.5,13.7,12.6,Medium,19,Yes,Yes,1 × Grilled Fish + Quinoa + 1 × Dry Fruits,No
454,Masoor Dal Curry,Lunch,Veg,Balanced,"Weight Gain,Weight Loss",541,30.6,58.5,15.4,7.3,High,19,Yes,Yes,1 × Masoor Dal Curry + 1 × Soup,Yes
455,Pumpkin Soup,Snack,Veg,Deficit,"Weight Gain,Yoga",492,26.2,53.8,16.9,8.1,Low,25,No,No,1 × Pumpkin Soup + 1 × Herbal Tea,No
456,Chana Salad,Dinner,Non-Veg,Surplus,"Yoga,Weight Loss",531,8.9,31.2,9.4,7.0,High,13,No,No,1 × Chana Salad + 1 × w/ Curd,Yes
457,Ragi Idli + Sambar,Lunch,Veg,Deficit,"Weight Gain,Yoga",451,24.4,69.6,2.9,3.7,Medium,31,Yes,No,1 × Ragi Idli + Sambar + 1 × Salad,Yes
458,Lentil Roll,Dinner,Veg,Balanced,Weight Loss,540,28.5,27.2,2.5,8.9,Low,16,Yes,No,1 × Lentil Roll + 1 × Dry Fruits,No
459,Lentil Roll,Lunch,Non-Veg,Balanced,Weight Loss,380,12.2,73.6,21.3,3.1,High,30,No,No,1 × Lentil Roll + 1 × w/ Curd,No
460,Sprouts Poha,Dinner,Non-Veg,Balanced,Yoga,187,18.1,36.5,14.5,7.7,Low,25,No,Yes,1 × Sprouts Poha + 1 × Salad,Yes
461,Masoor Dal Curry,Dinner,Veg,Deficit,"Weight Gain,Toning",321,7.1,75.3,2.6,9.0,Low,24,No,Yes,1 × Masoor Dal Curry + 1 × Soup,Yes
462,Paneer Tikka Wrap,Snack,Veg,Deficit,Weight Gain,629,16.8,66.6,7.3,4.4,High,15,No,Yes,1 × Paneer Tikka Wrap + 1 × Chutney,No
463,Grilled Fish + Quinoa,Snack,Non-Veg,Balanced,"Weight Loss,Weight Gain",313,24.6,36.4,6.9,8.4,Low,25,No,Yes,1 × Grilled Fish + Quinoa + 1 × Lassi,Yes
464,Egg White Omelette + Sprouts,Snack,Non-Veg,Balanced,"Toning,Weight Loss",220,16.5,34.5,2.1,5.9,High,14,Yes,No,1 × Egg White Omelette + Sprouts + 1 × Chutney,No
465,Multigrain Paratha + Dahi,Breakfast,Non-Veg,Deficit,Yoga,232,29.6,48.1,18.6,6.3,Medium,26,No,No,1 × Multigrain Paratha + Dahi + 1 × Lassi,Yes
466,Palak Corn Sandwich,Breakfast,Non-Veg,Balanced,Yoga,584,26.4,45.4,9.8,9.2,High,25,Yes,No,1 × Palak Corn Sandwich + 1 × Salad,No
467,Pesarattu + Peanut Chutney,Snack,Non-Veg,Surplus,"Yoga,Weight Gain",206,7.1,31.0,19.3,12.6,Medium,13,Yes,Yes,1 × Pesarattu + Peanut Chutney + 1 × Salad,Yes
468,Grilled Fish + Quinoa,Snack,Non-Veg,Surplus,"Weight Loss,Weight Gain",194,16.7,45.3,22.6,14.0,High,16,Yes,Yes,1 × Grilled Fish + Quinoa + 1 × Lassi,Yes
469,Pesarattu + Peanut Chutney,Lunch,Non-Veg,Deficit,Weight Loss,273,32.8,50.2,22.8,13.9,Low,15,No,No,1 × Pesarattu + Peanut Chutney + 1 × Soup,Yes
470,Chickpea + Avocado Toast,Snack,Non-Veg,Deficit,Weight Gain,390,15.8,28.1,14.3,2.7,Low,10,No,No,1 × Chickpea + Avocado Toast + 1 × Chutney,No
471,Apple Almond Porridge,Dinner,Veg,Deficit,Toning,240,35.5,50.0,15.6,9.0,High,10,Yes,No,1 × Apple Almond Porridge + 1 × Fruit Bowl,Yes
472,Soya Chaap Curry + Rice,Dinner,Veg,Surplus,Weight Loss,534,36.2,49.0,8.9,4.2,High,14,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Dry Fruits,Yes
473,Paneer Tikka Wrap,Breakfast,Veg,Deficit,"Yoga,Weight Gain",387,35.4,75.9,9.8,6.6,Medium,19,No,Yes,1 × Paneer Tikka Wrap + 1 × w/ Curd,No
474,Bottle Gourd Curry + Rice,Dinner,Veg,Balanced,"Toning,Weight Gain",389,13.4,63.5,16.1,10.4,Low,18,No,Yes,1 × Bottle Gourd Curry + Rice + 1 × Salad,Yes
475,Rajma Rice,Breakfast,Veg,Surplus,Weight Gain,474,20.6,48.7,15.8,12.6,Medium,9,Yes,Yes,1 × Rajma Rice + 1 × Salad,No
476,Chana Salad,Breakfast,Veg,Balanced,"Weight Loss,Yoga",556,13.6,76.9,13.4,7.0,Low,20,No,Yes,1 × Chana Salad + 1 × Salad,No
477,Chana Salad,Dinner,Veg,Deficit,"Toning,Yoga",639,34.7,53.4,11.9,13.2,Low,20,Yes,No,1 × Chana Salad + 1 × Fruit Bowl,No
478,Mixed Fruit Parfait,Lunch,Non-Veg,Balanced,"Weight Loss,Weight Gain",577,15.7,59.0,5.6,11.8,Low,16,Yes,No,1 × Mixed Fruit Parfait + 1 × Dry Fruits,No
479,Tandoori Chicken Salad,Lunch,Veg,Deficit,Toning,406,32.7,73.3,11.6,10.4,Low,32,Yes,Yes,1 × Tandoori Chicken Salad + 1 × Salad,No
480,Rajma Rice,Snack,Veg,Deficit,Weight Gain,285,32.6,47.7,22.7,3.0,Medium,31,Yes,No,1 × Rajma Rice + 1 × Fruit Bowl,No
481,Nutri Nuggets Stir Fry,Snack,Non-Veg,Surplus,Weight Loss,329,29.6,68.9,7.1,10.9,Low,18,No,No,1 × Nutri Nuggets Stir Fry + 1 × Dry Fruits,Yes
482,Sweet Potato Chaat,Dinner,Non-Veg,Balanced,Toning,438,21.5,44.2,19.6,5.6,Low,19,Yes,No,1 × Sweet Potato Chaat + 1 × Dry Fruits,No
483,Sprouts Poha,Breakfast,Veg,Balanced,"Toning,Weight Gain",566,29.5,32.0,18.0,3.0,Low,12,No,No,1 × Sprouts Poha + 1 × Coffee,Yes
484,Vegetable Stew + Brown Bread,Breakfast,Veg,Surplus,"Toning,Weight Gain",187,32.3,50.2,14.4,3.9,High,26,No,No,1 × Vegetable Stew + Brown Bread + 1 × w/ Curd,Yes
485,Ragi Idli + Sambar,Dinner,Veg,Surplus,Toning,427,9.0,54.0,23.5,3.4,High,15,No,No,1 × Ragi Idli + Sambar + 1 × Green Tea,No
486,Chana Salad,Dinner,Non-Veg,Surplus,Toning,414,25.8,63.9,17.8,7.9,Low,8,Yes,Yes,1 × Chana Salad + 1 × Salad,Yes
487,Sweet Potato Chaat,Lunch,Non-Veg,Surplus,Weight Gain,618,18.3,43.3,18.7,13.6,Low,14,Yes,Yes,1 × Sweet Potato Chaat + 1 × Herbal Tea,No
488,Sweet Potato Chaat,Dinner,Non-Veg,Deficit,"Weight Gain,Toning",505,19.8,30.5,17.3,12.8,Low,13,No,No,1 × Sweet Potato Chaat + 1 × w/ Curd,Yes
489,Moong Dal Cheela,Snack,Non-Veg,Surplus,Yoga,227,36.3,39.7,15.4,5.3,Medium,26,No,No,1 × Moong Dal Cheela + 1 × Dry Fruits,No
490,Vegetable Stew + Brown Bread,Dinner,Veg,Balanced,Weight Gain,448,34.2,26.7,7.1,9.5,Medium,9,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × Lassi,No
491,Mixed Dal Dosa,Breakfast,Non-Veg,Balanced,"Weight Gain,Toning",327,9.0,70.0,8.0,11.6,High,11,Yes,Yes,1 × Mixed Dal Dosa + 1 × Soup,Yes
492,Pumpkin Soup,Lunch,Veg,Balanced,"Yoga,Weight Loss",617,36.9,76.9,19.5,7.1,High,9,No,Yes,1 × Pumpkin Soup + 1 × Herbal Tea,No
493,Oats Upma + Vegetables,Lunch,Veg,Balanced,"Yoga,Toning",349,10.7,67.8,18.8,4.5,Medium,14,Yes,No,1 × Oats Upma + Vegetables + 1 × Dry Fruits,No
494,Moong Dal Cheela,Lunch,Non-Veg,Surplus,Weight Gain,478,10.2,53.3,20.5,6.7,High,20,Yes,No,1 × Moong Dal Cheela + 1 × Green Tea,Yes
495,Ragi Idli + Sambar,Lunch,Veg,Deficit,Toning,619,28.1,35.1,10.1,6.3,High,19,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Dry Fruits,No
496,Tandoori Chicken Salad,Snack,Veg,Balanced,"Weight Gain,Toning",510,20.6,46.0,12.1,6.2,Medium,19,Yes,Yes,1 × Tandoori Chicken Salad + 1 × Herbal Tea,No
497,Quinoa Veg Salad,Lunch,Non-Veg,Deficit,"Yoga,Weight Gain",300,25.6,28.2,19.5,2.8,Low,16,No,No,1 × Quinoa Veg Salad + 1 × Chutney,No
498,Sweet Potato Chaat,Snack,Veg,Deficit,"Weight Loss,Yoga",264,36.7,61.3,19.7,12.1,Medium,15,Yes,Yes,1 × Sweet Potato Chaat + 1 × Salad,Yes
499,Mixed Fruit Parfait,Lunch,Veg,Balanced,"Yoga,Toning",490,24.2,41.2,2.1,7.9,Low,16,No,Yes,1 × Mixed Fruit Parfait + 1 × Herbal Tea,No
500,Pesarattu + Peanut Chutney,Breakfast,Veg,Balanced,"Weight Loss,Toning",322,24.1,34.6,11.4,2.6,High,13,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × Soup,Yes
501,Apple Almond Porridge,Lunch,Veg,Surplus,"Yoga,Weight Gain",380,26.3,40.7,22.7,12.3,Medium,20,Yes,No,1 × Apple Almond Porridge + 1 × w/ Curd,Yes
502,Chickpea + Avocado Toast,Breakfast,Non-Veg,Deficit,Toning,208,11.8,51.5,2.9,4.3,High,23,No,No,1 × Chickpea + Avocado Toast + 1 × Coffee,No
503,Vegetable Stew + Brown Bread,Lunch,Non-Veg,Surplus,"Weight Gain,Weight Loss",593,16.5,55.0,11.6,12.6,Low,30,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × Coffee,No
504,Rajma Rice,Lunch,Non-Veg,Deficit,"Weight Loss,Weight Gain",305,16.9,46.6,4.1,4.3,High,9,Yes,No,1 × Rajma Rice + 1 × Fruit Bowl,No
505,Curd Rice + Fruit Bowl,Lunch,Non-Veg,Surplus,"Toning,Weight Gain",440,9.0,53.6,22.4,2.4,Low,26,Yes,No,1 × Curd Rice + Fruit Bowl + 1 × Salad,No
506,Curd Rice + Fruit Bowl,Breakfast,Non-Veg,Surplus,"Weight Gain,Yoga",236,12.1,36.2,6.1,7.1,Low,11,Yes,No,1 × Curd Rice + Fruit Bowl + 1 × Soup,No
507,Chana Salad,Lunch,Veg,Surplus,Weight Loss,620,9.5,38.8,12.5,3.4,Low,9,Yes,No,1 × Chana Salad + 1 × Dry Fruits,Yes
508,Sprouts Poha,Lunch,Veg,Surplus,Weight Gain,465,22.9,62.8,15.1,8.9,Low,21,Yes,No,1 × Sprouts Poha + 1 × Chutney,Yes
509,Moong Dal Cheela,Dinner,Non-Veg,Surplus,"Weight Gain,Toning",243,20.1,63.4,14.4,3.9,Low,16,Yes,No,1 × Moong Dal Cheela + 1 × Chutney,No
510,Quinoa Veg Salad,Breakfast,Veg,Deficit,"Toning,Weight Loss",310,19.3,75.4,10.9,13.6,Medium,19,Yes,No,1 × Quinoa Veg Salad + 1 × Soup,Yes
511,Apple Almond Porridge,Dinner,Non-Veg,Surplus,"Weight Loss,Yoga",585,31.3,76.5,13.2,5.9,Medium,14,No,Yes,1 × Apple Almond Porridge + 1 × Dry Fruits,Yes
512,Egg Tomato Bhurji,Dinner,Veg,Deficit,Yoga,534,26.9,52.0,13.0,12.5,Medium,26,Yes,No,1 × Egg Tomato Bhurji + 1 × Coffee,Yes
513,Nutri Nuggets Stir Fry,Dinner,Veg,Surplus,Weight Loss,513,33.2,39.0,8.1,6.0,Medium,20,Yes,No,1 × Nutri Nuggets Stir Fry + 1 × w/ Curd,No
514,Masoor Dal Curry,Breakfast,Veg,Deficit,Weight Loss,397,32.5,72.7,3.6,12.0,High,17,No,No,1 × Masoor Dal Curry + 1 × Dry Fruits,Yes
515,Carrot Beet Pancake,Breakfast,Non-Veg,Surplus,Weight Gain,522,19.7,44.3,20.5,3.2,Medium,17,Yes,No,1 × Carrot Beet Pancake + 1 × Salad,No
516,Chickpea + Avocado Toast,Dinner,Non-Veg,Balanced,Weight Loss,639,28.3,37.6,5.3,2.6,Medium,26,No,Yes,1 × Chickpea + Avocado Toast + 1 × Lassi,Yes
517,Pesarattu + Peanut Chutney,Dinner,Veg,Balanced,Weight Gain,418,14.5,73.1,24.0,11.8,Low,9,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × w/ Curd,No
518,Soya Chaap Curry + Rice,Snack,Veg,Deficit,Toning,410,17.9,77.0,23.3,9.3,High,18,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Salad,No
519,Paneer Tikka Wrap,Lunch,Non-Veg,Surplus,Yoga,314,7.9,41.2,3.0,11.6,Low,28,Yes,Yes,1 × Paneer Tikka Wrap + 1 × Soup,Yes
520,Oats Upma + Vegetables,Snack,Veg,Balanced,Toning,466,27.9,77.2,11.2,7.6,High,27,No,No,1 × Oats Upma + Vegetables + 1 × Coffee,Yes
521,Pesarattu + Peanut Chutney,Snack,Veg,Balanced,"Toning,Weight Gain",525,18.6,58.2,13.4,8.0,High,26,No,No,1 × Pesarattu + Peanut Chutney + 1 × Dry Fruits,Yes
522,Quinoa Veg Salad,Snack,Non-Veg,Deficit,"Yoga,Weight Loss",614,18.9,63.0,2.6,8.6,Low,26,Yes,No,1 × Quinoa Veg Salad + 1 × Dry Fruits,No
523,Carrot Beet Pancake,Dinner,Non-Veg,Deficit,Yoga,445,34.4,44.3,4.0,10.7,Medium,21,No,No,1 × Carrot Beet Pancake + 1 × Lassi,No
524,Pesarattu + Peanut Chutney,Snack,Veg,Deficit,"Weight Loss,Yoga",368,32.2,73.5,10.5,4.1,Low,23,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × Dry Fruits,Yes
525,Mixed Fruit Parfait,Snack,Veg,Surplus,"Toning,Yoga",358,14.0,48.4,21.3,10.9,Low,13,Yes,No,1 × Mixed Fruit Parfait + 1 × Soup,Yes
526,Lentil Roll,Snack,Non-Veg,Deficit,"Yoga,Weight Gain",205,32.4,45.7,17.3,2.7,High,15,Yes,No,1 × Lentil Roll + 1 × Fruit Bowl,No
527,Sweet Potato Chaat,Dinner,Veg,Deficit,Weight Gain,265,24.5,26.6,22.3,11.7,Medium,31,Yes,No,1 × Sweet Potato Chaat + 1 × Coffee,Yes
528,Apple Almond Porridge,Snack,Non-Veg,Surplus,Weight Loss,392,30.8,66.7,22.8,12.1,Medium,22,No,No,1 × Apple Almond Porridge + 1 × Salad,Yes
529,Ragi Idli + Sambar,Lunch,Veg,Balanced,Toning,291,22.4,37.8,6.1,6.7,High,12,No,Yes,1 × Ragi Idli + Sambar + 1 × Salad,Yes
530,Mixed Fruit Parfait,Breakfast,Non-Veg,Surplus,"Weight Gain,Yoga",624,25.8,72.8,6.7,5.8,Medium,19,Yes,Yes,1 × Mixed Fruit Parfait + 1 × Coffee,Yes
531,Grilled Fish + Quinoa,Breakfast,Non-Veg,Surplus,"Toning,Weight Loss",533,12.4,57.9,9.9,3.5,Medium,20,No,Yes,1 × Grilled Fish + Quinoa + 1 × Lassi,No
532,Masoor Dal Curry,Dinner,Non-Veg,Surplus,"Weight Loss,Weight Gain",658,9.3,75.4,9.9,12.9,Low,32,No,Yes,1 × Masoor Dal Curry + 1 × w/ Curd,Yes
533,Lentil Roll,Breakfast,Veg,Balanced,"Yoga,Toning",372,14.3,27.4,10.1,5.4,Medium,25,Yes,Yes,1 × Lentil Roll + 1 × w/ Curd,No
534,Soya Chaap Curry + Rice,Snack,Non-Veg,Balanced,Weight Gain,434,21.4,65.5,17.2,5.1,High,24,No,Yes,1 × Soya Chaap Curry + Rice + 1 × Lassi,Yes
535,Moong Dal Cheela,Lunch,Veg,Deficit,"Weight Loss,Weight Gain",457,16.1,57.5,8.0,4.6,Medium,9,No,Yes,1 × Moong Dal Cheela + 1 × Green Tea,No
536,Multigrain Paratha + Dahi,Lunch,Non-Veg,Surplus,Yoga,469,24.0,25.8,11.1,8.1,High,18,No,No,1 × Multigrain Paratha + Dahi + 1 × w/ Curd,Yes
